,time,id,x,y,z,velocity,angle of motion,facing angle
15954592,1351074010.581,19192000,23641,-14273,1294.751,1057.3410000000001,-0.136,-0.16399999999999998
15954604,1351074010.622,19192000,23703,-14270,1293.992,1065.88,-0.151,-0.156
15954616,1351074010.66,19192000,23723,-14260,1293.0919999999999,972.132,-0.06,-0.174
15954628,1351074010.7,19192000,23763,-14266,1293.263,976.284,-0.091,-0.203
15954640,1351074010.738,19192000,23780,-14253,1337.9289999999999,973.3910000000001,-0.106,-0.195
15954652,1351074010.778,19192000,23820,-14251,1370.13,955.939,-0.08,-0.16699999999999998
15954664,1351074010.819,19192000,23799,-14213,1366.921,739.362,0.11,-0.077
15954676,1351074010.859,19192000,23822,-14202,1367.0839999999998,723.118,0.19899999999999998,-0.051
15954688,1351074010.901,19192000,23857,-14209,1402.225,755.753,0.005,-0.095
15954700,1351074010.942,19192000,23898,-14238,1415.25,797.33,-0.10099999999999999,-0.158
15954712,1351074010.981,19192000,23937,-14262,1419.886,821.435,-0.14400000000000002,-0.21
15954724,1351074011.022,19192000,23987,-14281,1424.671,836.183,-0.22699999999999998,-0.23199999999999998
15954736,1351074011.068,19192000,24029,-14301,1440.8470000000002,822.995,-0.17,-0.221
15954748,1351074011.1069999,19192000,24049,-14328,1445.832,798.033,-0.20600000000000002,-0.228
15954760,1351074011.148,19192000,24082,-14354,1446.149,858.041,-0.21899999999999997,-0.221
15954772,1351074011.188,19192000,24094,-14367,1445.965,852.707,-0.207,-0.239
15954784,1351074011.2319999,19192000,24137,-14396,1439.704,880.9780000000001,-0.24600000000000002,-0.196
15954796,1351074011.272,19192000,24184,-14411,1431.713,913.073,-0.253,-0.198
15954808,1351074011.314,19192000,24212,-14421,1439.408,854.508,-0.23399999999999999,-0.166
15954820,1351074011.358,19192000,24260,-14431,1428.594,889.7669999999999,-0.203,-0.18600000000000003
15954832,1351074011.399,19192000,24285,-14430,1454.765,848.273,-0.191,-0.19399999999999998
15954844,1351074011.443,19192000,24332,-14434,1447.5220000000002,843.2810000000001,-0.15,-0.16
15954856,1351074011.486,19192000,24373,-14446,1426.479,853.41,-0.225,-0.185
15954868,1351074011.529,19192000,24402,-14454,1417.145,874.1189999999999,-0.121,-0.191
15954880,1351074011.571,19192000,24431,-14479,1406.4389999999999,891.295,-0.20600000000000002,-0.21600000000000003
15954892,1351074011.612,19192000,24467,-14506,1429.286,896.2439999999999,-0.324,-0.264
15954904,1351074011.655,19192000,24511,-14518,1437.701,956.309,-0.32799999999999996,-0.262
15954916,1351074011.696,19192000,24549,-14531,1514.453,977.095,-0.249,-0.201
15954928,1351074011.737,19192000,24606,-14548,1598.433,1014.635,-0.239,-0.22699999999999998
15954939,1351074011.777,19192000,24643,-14544,1601.98,970.429,-0.209,-0.228
15954950,1351074011.821,19192000,24685,-14555,1577.239,954.02,-0.239,-0.247
15954961,1351074011.8639998,19192000,24742,-14582,1560.957,1002.135,-0.273,-0.249
15954972,1351074011.9060001,19192000,24792,-14585,1550.5410000000002,1054.185,-0.24100000000000002,-0.24100000000000002
15954983,1351074011.949,19192000,24833,-14590,1527.007,1033.681,-0.20600000000000002,-0.23
15954994,1351074011.9889998,19192000,24861,-14616,1513.656,1049.795,-0.342,-0.281
15955005,1351074012.029,19192000,24865,-14618,1495.261,981.382,-0.36,-0.27699999999999997
15955016,1351074012.069,19192000,24903,-14643,1486.2920000000001,1036.531,-0.365,-0.302
15955027,1351074012.112,19192000,24965,-14685,1482.994,1087.9660000000001,-0.375,-0.368
15955038,1351074012.153,19192000,24971,-14698,1467.779,979.622,-0.41600000000000004,-0.42
15955049,1351074012.196,19192000,24991,-14694,1453.787,895.688,-0.36,-0.36700000000000005
15955060,1351074012.2389998,19192000,25006,-14702,1461.777,843.291,-0.26899999999999996,-0.33799999999999997
15955071,1351074012.283,19192000,25026,-14712,1473.389,817.7860000000001,-0.254,-0.342
15955082,1351074012.324,19192000,25053,-14728,1470.3870000000002,833.188,-0.297,-0.336
15955093,1351074012.3669999,19192000,25074,-14722,1475.98,831.2639999999999,-0.24100000000000002,-0.28300000000000003
15955104,1351074012.408,19192000,25107,-14729,1476.7020000000002,900.883,-0.257,-0.28600000000000003
15955115,1351074012.45,19192000,25156,-14743,1457.293,988.424,-0.287,-0.26
15955126,1351074012.4910002,19192000,25183,-14751,1455.049,909.97,-0.326,-0.313
15955137,1351074012.533,19192000,25204,-14777,1464.412,874.1469999999999,-0.34600000000000003,-0.331
15955148,1351074012.577,19192000,25228,-14794,1467.724,880.408,-0.408,-0.384
15955159,1351074012.6169999,19192000,25264,-14819,1466.727,914.936,-0.39299999999999996,-0.41700000000000004
15955170,1351074012.659,19192000,25302,-14813,1449.43,934.05,-0.366,-0.406
15955181,1351074012.7,19192000,25334,-14833,1447.3429999999998,892.313,-0.446,-0.413
15955192,1351074012.7419999,19192000,25365,-14854,1451.231,907.4839999999999,-0.49200000000000005,-0.46
15955203,1351074012.785,19192000,25391,-14856,1480.379,858.203,-0.406,-0.45
15955214,1351074012.827,19192000,25419,-14862,1494.355,824.56,-0.45,-0.45
15955225,1351074012.87,19192000,25452,-14865,1491.132,843.993,-0.39799999999999996,-0.467
15955236,1351074012.913,19192000,25469,-14876,1489.8029999999999,783.94,-0.44,-0.457
15955247,1351074012.955,19192000,25495,-14902,1515.401,795.97,-0.519,-0.491
15955258,1351074012.9980001,19192000,25528,-14928,1522.3210000000001,805.209,-0.541,-0.546
15955269,1351074013.043,19192000,25538,-14944,1525.4779999999998,806.6469999999999,-0.518,-0.5660000000000001
15955280,1351074013.087,19192000,25569,-14947,1512.774,812.2360000000001,-0.48,-0.564
15955291,1351074013.129,19192000,25602,-14969,1499.9720000000002,788.582,-0.521,-0.575
15955302,1351074013.173,19192000,25637,-14966,1479.128,758.6619999999999,-0.48200000000000004,-0.518
15955313,1351074013.216,19192000,25675,-14969,1494.546,814.692,-0.39399999999999996,-0.501
15955324,1351074013.256,19192000,25705,-14980,1479.226,817.442,-0.424,-0.485
15955335,1351074013.299,19192000,25730,-15007,1470.876,832.2810000000001,-0.484,-0.494
15955346,1351074013.3439999,19192000,25760,-15029,1491.1029999999998,862.498,-0.546,-0.47600000000000003
15955357,1351074013.385,19192000,25806,-15039,1495.9129999999998,891.5989999999999,-0.5529999999999999,-0.478
15955368,1351074013.43,19192000,25857,-15064,1495.2779999999998,891.257,-0.59,-0.515
15955379,1351074013.473,19192000,25902,-15079,1471.265,878.9730000000001,-0.521,-0.513
15955390,1351074013.516,19192000,25958,-15100,1469.961,887.52,-0.435,-0.498
15955401,1351074013.56,19192000,26000,-15111,1481.844,981.066,-0.462,-0.483
15955412,1351074013.602,19192000,26032,-15135,1489.82,1028.524,-0.55,-0.527
15955423,1351074013.644,19192000,26074,-15155,1489.884,1037.881,-0.569,-0.537
15955434,1351074013.685,19192000,26123,-15164,1497.692,1038.046,-0.513,-0.516
15955445,1351074013.725,19192000,26156,-15171,1488.217,1066.5910000000001,-0.425,-0.483
15955456,1351074013.765,19192000,26203,-15182,1481.016,1152.183,-0.40700000000000003,-0.5
15955467,1351074013.807,19192000,26247,-15179,1468.739,1206.979,-0.384,-0.48200000000000004
15955478,1351074013.85,19192000,26306,-15183,1465.158,1183.16,-0.391,-0.447
15955489,1351074013.891,19192000,26332,-15195,1459.63,1159.024,-0.386,-0.439
15955500,1351074013.937,19192000,26374,-15221,1483.8970000000002,1169.055,-0.447,-0.426
15955511,1351074013.981,19192000,26414,-15247,1467.5339999999999,1098.174,-0.442,-0.43799999999999994
15955522,1351074014.022,19192000,26466,-15265,1455.9260000000002,1128.621,-0.425,-0.433
15955533,1351074014.062,19192000,26510,-15281,1457.8110000000001,1151.328,-0.40399999999999997,-0.434
15955544,1351074014.11,19192000,26552,-15298,1462.369,1132.83,-0.484,-0.483
15955555,1351074014.153,19192000,26572,-15312,1461.519,1112.9589999999998,-0.48700000000000004,-0.49200000000000005
15955566,1351074014.196,19192000,26616,-15322,1499.273,1133.482,-0.528,-0.534
15955577,1351074014.238,19192000,26655,-15350,1512.6689999999999,1181.368,-0.5589999999999999,-0.574
15955588,1351074014.278,19192000,26706,-15377,1497.3870000000002,1208.42,-0.615,-0.5760000000000001
15955599,1351074014.318,19192000,26759,-15400,1485.9389999999999,1165.3319999999999,-0.628,-0.606
15955610,1351074014.358,19192000,26787,-15420,1477.892,1105.855,-0.65,-0.649
15955621,1351074014.399,19192000,26827,-15447,1466.868,1086.3010000000002,-0.67,-0.644
15955632,1351074014.444,19192000,26866,-15473,1460.601,1069.404,-0.6559999999999999,-0.66
15955643,1351074014.486,19192000,26899,-15500,1456.735,1062.567,-0.665,-0.639
15955654,1351074014.528,19192000,26947,-15534,1452.672,1034.0230000000001,-0.644,-0.621
15955665,1351074014.569,19192000,26980,-15543,1449.3020000000001,1009.8810000000001,-0.585,-0.564
15955676,1351074014.609,19192000,27002,-15561,1478.4560000000001,1036.485,-0.581,-0.547
15955687,1351074014.65,19192000,27032,-15579,1473.389,1076.958,-0.5870000000000001,-0.561
15955698,1351074014.691,19192000,27064,-15611,1468.9820000000002,1107.747,-0.528,-0.5870000000000001
15955709,1351074014.7319999,19192000,27096,-15635,1466.3220000000001,1034.6480000000001,-0.503,-0.547
15955720,1351074014.772,19192000,27130,-15655,1464.996,962.546,-0.455,-0.512
15955731,1351074014.821,19192000,27165,-15667,1483.1729999999998,911.872,-0.42700000000000005,-0.467
15955742,1351074014.86,19192000,27193,-15667,1482.453,836.1389999999999,-0.42200000000000004,-0.469
15955753,1351074014.902,19192000,27208,-15668,1476.8010000000002,745.3960000000001,-0.396,-0.452
15955764,1351074014.943,19192000,27233,-15650,1471.4520000000002,738.127,-0.366,-0.424
15955775,1351074014.985,19192000,27251,-15641,1467.504,722.3919999999999,-0.36700000000000005,-0.41600000000000004
15955786,1351074015.026,19192000,27292,-15649,1464.422,760.778,-0.33799999999999997,-0.39399999999999996
15955797,1351074015.068,19192000,27323,-15651,1458.168,729.717,-0.325,-0.36200000000000004
15955808,1351074015.109,19192000,27356,-15651,1453.253,746.666,-0.262,-0.29100000000000004
15955819,1351074015.149,19192000,27405,-15651,1447.5929999999998,784.296,-0.23199999999999998,-0.242
15955830,1351074015.189,19192000,27438,-15647,1445.4289999999999,767.1619999999999,-0.139,-0.171
15955841,1351074015.231,19192000,27469,-15641,1443.671,718.41,-0.126,-0.10300000000000001
15955852,1351074015.273,19192000,27508,-15649,1452.22,753.628,-0.166,-0.10300000000000001
15955863,1351074015.315,19192000,27540,-15660,1496.743,806.462,-0.15,-0.111
15955874,1351074015.355,19192000,27605,-15680,1505.9270000000001,826.789,-0.192,-0.094
15955886,1351074015.395,19192000,27669,-15690,1482.4779999999998,860.1360000000001,-0.159,-0.125
15955898,1351074015.436,19192000,27711,-15691,1471.29,872.753,-0.165,-0.13
15955910,1351074015.48,19192000,27749,-15699,1459.401,847.438,-0.136,-0.11
15955922,1351074015.522,19192000,27783,-15706,1450.8020000000001,879.52,-0.185,-0.121
15955934,1351074015.567,19192000,27816,-15719,1454.386,872.34,-0.23,-0.102
15955946,1351074015.6069999,19192000,27856,-15744,1455.5829999999999,877.413,-0.19,-0.09
15955958,1351074015.648,19192000,27888,-15749,1519.9979999999998,842.586,-0.191,-0.069
15955970,1351074015.687,19192000,27912,-15756,1588.3670000000002,784.89,-0.154,-0.066
15955982,1351074015.726,19192000,27974,-15789,1595.7820000000002,870.618,-0.136,-0.08
15955994,1351074015.767,19192000,28037,-15810,1585.965,964.9069999999999,-0.102,-0.073
15956006,1351074015.809,19192000,28081,-15827,1560.735,1014.495,-0.165,-0.06
15956018,1351074015.851,19192000,28131,-15852,1540.649,1068.0839999999998,-0.147,-0.075
15956030,1351074015.894,19192000,28184,-15863,1527.9,1063.491,-0.08,-0.10099999999999999
15956042,1351074015.935,19192000,28215,-15875,1518.3770000000002,1071.4,-0.081,-0.1
15956054,1351074015.976,19192000,28238,-15900,1506.25,1036.755,-0.157,-0.132
15956066,1351074016.015,19192000,28276,-15930,1489.122,970.216,-0.188,-0.179
15956078,1351074016.056,19192000,28310,-15940,1484.545,926.033,-0.16399999999999998,-0.182
15956090,1351074016.099,19192000,28355,-15955,1481.705,907.8689999999999,-0.223,-0.18899999999999997
15956102,1351074016.139,19192000,28379,-15953,1469.7479999999998,919.705,-0.204,-0.146
15956114,1351074016.178,19192000,28404,-15956,1468.933,934.176,-0.162,-0.171
15956126,1351074016.222,19192000,28458,-15958,1476.325,959.148,-0.153,-0.179
15956138,1351074016.264,19192000,28491,-15957,1481.567,975.3580000000001,-0.23800000000000002,-0.198
15956150,1351074016.307,19192000,28531,-15970,1482.0839999999998,997.512,-0.24,-0.213
15956162,1351074016.348,19192000,28563,-15973,1469.035,993.355,-0.248,-0.22699999999999998
15956174,1351074016.388,19192000,28599,-15999,1512.401,981.882,-0.247,-0.261
15956186,1351074016.431,19192000,28647,-16011,1534.5439999999999,1012.436,-0.308,-0.28
15956198,1351074016.472,19192000,28663,-16020,1547.475,938.691,-0.32799999999999996,-0.304
15956210,1351074016.5110002,19192000,28694,-16049,1543.295,883.186,-0.41600000000000004,-0.37200000000000005
15956222,1351074016.552,19192000,28726,-16069,1542.0279999999998,847.19,-0.409,-0.389
15956234,1351074016.591,19192000,28752,-16090,1544.129,851.711,-0.488,-0.441
15956245,1351074016.632,19192000,28808,-16107,1539.6329999999998,877.568,-0.488,-0.46799999999999997
15956256,1351074016.672,19192000,28828,-16140,1543.031,862.4939999999999,-0.551,-0.48100000000000004
15956267,1351074016.713,19192000,28846,-16154,1533.3120000000001,840.913,-0.54,-0.48
15956278,1351074016.756,19192000,28870,-16166,1541.967,815.2669999999999,-0.46399999999999997,-0.445
15956289,1351074016.798,19192000,28912,-16186,1551.326,813.27,-0.48100000000000004,-0.429
15956299,1351074016.839,19192000,28951,-16216,1564.0720000000001,774.533,-0.42,-0.419
15956309,1351074016.885,19192000,28991,-16258,1561.3010000000002,780.8380000000001,-0.489,-0.43700000000000006
15956319,1351074016.926,19192000,29030,-16250,1558.795,789.362,-0.33399999999999996,-0.341
15956329,1351074016.965,19192000,29056,-16270,1554.2,795.45,-0.32299999999999995,-0.349
15956339,1351074017.007,19192000,29093,-16279,1552.182,780.711,-0.265,-0.313
15956349,1351074017.049,19192000,29134,-16281,1552.319,782.159,-0.258,-0.237
15956359,1351074017.089,19192000,29175,-16284,1541.006,775.33,-0.203,-0.21100000000000002
15956369,1351074017.1330001,19192000,29230,-16302,1531.354,788.798,-0.266,-0.275
15956379,1351074017.174,19192000,29260,-16316,1536.6689999999999,846.4069999999999,-0.285,-0.316
15956389,1351074017.211,19192000,29296,-16319,1535.493,924.393,-0.297,-0.33399999999999996
15956399,1351074017.2519999,19192000,29339,-16326,1530.274,913.847,-0.337,-0.327
15956410,1351074017.297,19192000,29374,-16332,1527.991,900.9169999999999,-0.212,-0.306
15956422,1351074017.341,19192000,29406,-16330,1529.58,788.1610000000001,-0.228,-0.26
15956434,1351074017.382,19192000,29449,-16343,1536.345,756.7289999999999,-0.23,-0.218
15956446,1351074017.422,19192000,29481,-16344,1538.79,765.1469999999999,-0.16899999999999998,-0.193
15956458,1351074017.464,19192000,29506,-16356,1557.735,773.41,-0.24100000000000002,-0.214
15956470,1351074017.506,19192000,29528,-16355,1555.1770000000001,746.6010000000001,-0.20199999999999999,-0.209
15956482,1351074017.546,19192000,29568,-16361,1551.745,798.704,-0.188,-0.228
15956494,1351074017.585,19192000,29605,-16369,1548.888,857.817,-0.174,-0.22699999999999998
15956506,1351074017.6260002,19192000,29642,-16367,1546.851,824.23,-0.11599999999999999,-0.175
15956518,1351074017.665,19192000,29683,-16378,1544.366,836.6110000000001,-0.165,-0.171
15956530,1351074017.705,19192000,29724,-16396,1534.7679999999998,820.703,-0.278,-0.226
15956542,1351074017.7519999,19192000,29774,-16418,1525.263,911.3439999999999,-0.312,-0.22699999999999998
15956554,1351074017.793,19192000,29813,-16432,1513.2479999999998,949.3430000000001,-0.29600000000000004,-0.243
15956566,1351074017.835,19192000,29858,-16442,1509.457,990.67,-0.3,-0.275
15956578,1351074017.879,19192000,29898,-16462,1508.04,969.337,-0.308,-0.285
15956590,1351074017.9160001,19192000,29922,-16468,1509.017,939.079,-0.335,-0.276
15956602,1351074017.957,19192000,29967,-16490,1516.04,942.3919999999999,-0.36200000000000004,-0.307
15956614,1351074018.0,19192000,30000,-16500,1517.465,916.1339999999999,-0.34299999999999997,-0.31
15956626,1351074018.04,19192000,30036,-16499,1518.8770000000002,914.518,-0.322,-0.317
15956638,1351074018.082,19192000,30061,-16506,1519.155,871.01,-0.313,-0.3
15956650,1351074018.121,19192000,30070,-16511,1517.3220000000001,794.862,-0.341,-0.29100000000000004
15956662,1351074018.164,19192000,30096,-16519,1515.057,791.768,-0.345,-0.306
15956674,1351074018.205,19192000,30120,-16531,1512.8870000000002,781.9780000000001,-0.319,-0.29
15956686,1351074018.244,19192000,30149,-16549,1509.9579999999999,735.1239999999999,-0.324,-0.263
15956698,1351074018.287,19192000,30201,-16563,1506.644,797.188,-0.332,-0.24600000000000002
15956710,1351074018.328,19192000,30263,-16567,1503.34,885.823,-0.299,-0.282
15956722,1351074018.369,19192000,30309,-16575,1499.924,895.818,-0.327,-0.301
15956734,1351074018.407,19192000,30361,-16586,1496.8229999999999,952.845,-0.33,-0.289
15956746,1351074018.45,19192000,30405,-16583,1493.8229999999999,981.191,-0.298,-0.252
15956758,1351074018.493,19192000,30444,-16594,1492.787,896.9839999999999,-0.32799999999999996,-0.249
15956770,1351074018.537,19192000,30482,-16601,1491.9879999999998,910.556,-0.301,-0.284
15956782,1351074018.576,19192000,30519,-16597,1488.87,863.788,-0.316,-0.27399999999999997
15956794,1351074018.618,19192000,30560,-16612,1485.619,904.298,-0.295,-0.33399999999999996
15956806,1351074018.66,19192000,30608,-16609,1482.405,951.068,-0.26,-0.331
15956818,1351074018.7,19192000,30642,-16590,1479.513,961.438,-0.242,-0.295
15956830,1351074018.7419999,19192000,30684,-16590,1477.344,957.91,-0.253,-0.258
15956842,1351074018.785,19192000,30733,-16597,1475.175,1011.9630000000001,-0.263,-0.28
15956854,1351074018.825,19192000,30794,-16620,1467.85,1112.721,-0.273,-0.322
15956866,1351074018.8660002,19192000,30832,-16643,1460.132,1137.343,-0.287,-0.354
15956878,1351074018.908,19192000,30884,-16669,1454.501,1152.339,-0.366,-0.39799999999999996
15956890,1351074018.95,19192000,30949,-16701,1448.694,1212.432,-0.457,-0.436
15956902,1351074018.99,19192000,30985,-16724,1442.895,1236.763,-0.531,-0.521
15956914,1351074019.029,19192000,31012,-16734,1436.2679999999998,1153.877,-0.555,-0.555
15956926,1351074019.069,19192000,31050,-16749,1429.98,1118.128,-0.565,-0.5660000000000001
15956938,1351074019.109,19192000,31105,-16791,1426.5839999999998,1205.146,-0.59,-0.5920000000000001
15956950,1351074019.15,19192000,31142,-16795,1423.5179999999998,1209.012,-0.5579999999999999,-0.563
15956962,1351074019.193,19192000,31198,-16800,1416.3220000000001,1222.487,-0.49700000000000005,-0.534
15956974,1351074019.234,19192000,31247,-16804,1409.308,1204.69,-0.48100000000000004,-0.495
15956986,1351074019.276,19192000,31275,-16807,1402.789,1115.298,-0.45799999999999996,-0.503
15956998,1351074019.317,19192000,31313,-16827,1394.527,1100.248,-0.517,-0.565
15957011,1351074019.36,19192000,31366,-16845,1386.088,1108.835,-0.5489999999999999,-0.5710000000000001
15957024,1351074019.398,19192000,31410,-16870,1377.017,1095.7830000000001,-0.513,-0.573
15957037,1351074019.44,19192000,31436,-16865,1364.5529999999999,967.283,-0.531,-0.569
15957050,1351074019.4819999,19192000,31506,-16880,1358.443,1034.868,-0.382,-0.509
15957063,1351074019.523,19192000,31555,-16899,1352.9360000000001,1042.312,-0.376,-0.484
15957076,1351074019.566,19192000,31610,-16905,1345.9260000000002,1031.998,-0.40399999999999997,-0.47600000000000003
15957089,1351074019.609,19192000,31667,-16901,1338.622,1061.609,-0.45799999999999996,-0.51
15957102,1351074019.654,19192000,31720,-16909,1331.7779999999998,1138.682,-0.456,-0.502
15957115,1351074019.695,19192000,31793,-16928,1325.721,1197.596,-0.40399999999999997,-0.46799999999999997
15957128,1351074019.734,19192000,31847,-16928,1318.6989999999998,1214.61,-0.359,-0.424
15957141,1351074019.774,19192000,31895,-16930,1311.731,1234.589,-0.38299999999999995,-0.386
15957154,1351074019.816,19192000,31933,-16938,1305.894,1211.954,-0.396,-0.373
15957167,1351074019.858,19192000,31972,-16937,1301.279,1199.367,-0.384,-0.36700000000000005
15957180,1351074019.898,19192000,32000,-16944,1293.16,1233.538,-0.365,-0.368
15957193,1351074019.943,19192000,32030,-16949,1285.556,1190.451,-0.306,-0.348
15957206,1351074019.987,19192000,32050,-16945,1280.239,1133.873,-0.292,-0.326
15957219,1351074020.03,19192000,32105,-16965,1276.052,1146.212,-0.311,-0.32799999999999996
15957232,1351074020.069,19192000,32157,-16988,1271.701,1151.265,-0.363,-0.35100000000000003
15957245,1351074020.111,19192000,32174,-16990,1276.362,1035.153,-0.272,-0.3
15957258,1351074020.153,19192000,32198,-16994,1263.735,1048.4080000000001,-0.231,-0.271
15957271,1351074020.192,19192000,32222,-16993,1250.9189999999999,1115.0339999999999,-0.26,-0.247
15957284,1351074020.234,19192000,32279,-17005,1244.046,1150.088,-0.27,-0.242
15957297,1351074020.277,19192000,32355,-17032,1241.888,1199.838,-0.26899999999999996,-0.24100000000000002
15957310,1351074020.32,19192000,32411,-17063,1238.621,1228.625,-0.33299999999999996,-0.28
15957323,1351074020.362,19192000,32548,-17105,1273.462,1379.7920000000001,-0.331,-0.301
15957336,1351074020.407,19192000,32595,-17112,1298.333,1358.03,-0.313,-0.272
15957349,1351074020.45,19192000,32632,-17115,1309.263,1329.243,-0.28800000000000003,-0.257
15957362,1351074020.4910002,19192000,32717,-17145,1326.2420000000002,1383.7,-0.262,-0.267
15957375,1351074020.533,19192000,32768,-17176,1331.019,1409.721,-0.26,-0.276
15957388,1351074020.576,19192000,32805,-17155,1325.4520000000002,1413.4279999999999,-0.201,-0.221
15957401,1351074020.621,19192000,32864,-17155,1341.86,1442.389,-0.159,-0.204
15957414,1351074020.667,19192000,32895,-17138,1343.07,1379.467,-0.187,-0.175
15957427,1351074020.707,19192000,32916,-17124,1362.493,1347.418,-0.068,-0.136
15957440,1351074020.7480001,19192000,32978,-17137,1362.4460000000001,1383.54,-0.12300000000000001,-0.14400000000000002
15957453,1351074020.7910001,19192000,33040,-17152,1360.825,1388.743,-0.15,-0.17600000000000002
15957466,1351074020.8339999,19192000,33096,-17173,1361.924,1396.246,-0.257,-0.215
15957479,1351074020.8769999,19192000,33133,-17174,1360.48,1364.892,-0.23,-0.20600000000000002
15957492,1351074020.918,19192000,33188,-17173,1368.092,1374.43,-0.165,-0.2
15957505,1351074020.961,19192000,33249,-17186,1379.261,1385.6879999999999,-0.226,-0.196
15957518,1351074021.0010002,19192000,33311,-17204,1377.904,1383.661,-0.22899999999999998,-0.22399999999999998
15957531,1351074021.043,19192000,33362,-17213,1375.378,1348.82,-0.23800000000000002,-0.22699999999999998
15957544,1351074021.0839999,19192000,33413,-17231,1371.707,1363.8410000000001,-0.255,-0.23600000000000002
15957557,1351074021.1260002,19192000,33458,-17250,1367.866,1375.4579999999999,-0.253,-0.27
15957570,1351074021.168,19192000,33494,-17248,1369.2379999999998,1330.236,-0.239,-0.253
15957583,1351074021.2089999,19192000,33556,-17268,1371.192,1384.3629999999998,-0.271,-0.256
15957597,1351074021.253,19192000,33585,-17294,1372.445,1414.076,-0.368,-0.315
15957611,1351074021.294,19192000,33625,-17316,1374.9189999999999,1315.463,-0.392,-0.358
15957625,1351074021.3339999,19192000,33647,-17344,1375.74,1274.254,-0.415,-0.377
15957639,1351074021.38,19192000,33695,-17368,1383.058,1240.404,-0.406,-0.353
15957653,1351074021.424,19192000,33761,-17397,1393.0339999999999,1236.788,-0.401,-0.365
15957667,1351074021.466,19192000,33787,-17416,1398.995,1153.268,-0.34700000000000003,-0.35
15957681,1351074021.5080001,19192000,33801,-17396,1400.536,957.0219999999999,-0.272,-0.27399999999999997
15957695,1351074021.55,19192000,33824,-17389,1399.471,815.179,-0.17600000000000002,-0.19699999999999998
15957709,1351074021.59,19192000,33834,-17381,1398.183,722.307,-0.14400000000000002,-0.14300000000000002
15957723,1351074021.6330001,19192000,33842,-17348,1397.2179999999998,545.706,-0.06,-0.055
15957737,1351074021.673,19192000,33859,-17341,1396.58,602.5419999999999,-0.003,-0.057999999999999996
15957751,1351074021.713,19192000,33889,-17329,1390.443,666.456,-0.024,-0.046
15957765,1351074021.755,19192000,33924,-17331,1405.382,677.113,-0.017,-0.02
15957779,1351074021.795,19192000,33963,-17319,1408.983,693.409,-0.021,-0.012
15957793,1351074021.836,19192000,33979,-17311,1420.4560000000001,707.316,0.0,-0.002
15957807,1351074021.8760002,19192000,33995,-17296,1424.213,698.663,0.003,0.028999999999999998
15957821,1351074021.918,19192000,34022,-17296,1425.431,694.062,0.042,0.064
15957836,1351074021.96,19192000,34064,-17299,1424.17,749.577,0.042,0.045
15957851,1351074022.0010002,19192000,34108,-17305,1435.185,755.921,0.012,0.048
15957866,1351074022.044,19192000,34159,-17312,1439.878,789.567,-0.018000000000000002,0.006
15957881,1351074022.086,19192000,34215,-17323,1438.079,817.1610000000001,-0.037000000000000005,-0.023
15957896,1351074022.135,19192000,34268,-17337,1436.741,831.654,-0.09699999999999999,-0.048
15957911,1351074022.179,19192000,34311,-17349,1436.116,800.405,-0.040999999999999995,-0.047
15957926,1351074022.225,19192000,34369,-17343,1439.595,834.1619999999999,0.01,-0.018000000000000002
15957941,1351074022.267,19192000,34396,-17345,1440.185,795.502,0.032,0.006999999999999999
15957956,1351074022.312,19192000,34442,-17352,1438.402,816.171,-0.051,-0.026000000000000002
15957971,1351074022.3569999,19192000,34483,-17368,1448.4679999999998,871.179,-0.057,-0.013999999999999999
15957986,1351074022.399,19192000,34505,-17368,1451.335,829.6239999999999,-0.001,0.003
15958001,1351074022.439,19192000,34545,-17368,1451.954,884.948,0.033,0.079
15958016,1351074022.484,19192000,34579,-17368,1458.9520000000002,911.7139999999999,0.122,0.109
15958031,1351074022.527,19192000,34639,-17365,1471.684,1013.5369999999999,0.067,0.079
15958046,1351074022.571,19192000,34691,-17365,1473.651,1024.685,0.07400000000000001,0.031
15958061,1351074022.611,19192000,34734,-17368,1473.211,1012.753,0.028999999999999998,-0.019
15958076,1351074022.652,19192000,34787,-17388,1469.922,1075.327,-0.084,-0.057999999999999996
15958091,1351074022.697,19192000,34832,-17411,1466.374,1051.527,-0.10800000000000001,-0.067
15958106,1351074022.74,19192000,34879,-17423,1464.011,1082.347,-0.114,-0.08800000000000001
15958121,1351074022.79,19192000,34923,-17431,1461.165,1020.1089999999999,-0.08199999999999999,-0.099
15958136,1351074022.835,19192000,34963,-17441,1457.924,989.921,-0.081,-0.138
15958151,1351074022.88,19192000,35005,-17434,1468.165,958.638,-0.124,-0.185
15958166,1351074022.926,19192000,35042,-17436,1480.513,895.5039999999999,-0.154,-0.2
15958181,1351074022.968,19192000,35081,-17411,1483.2279999999998,903.797,-0.128,-0.188
15958196,1351074023.0110002,19192000,35123,-17401,1480.854,856.3939999999999,-0.134,-0.19899999999999998
15958211,1351074023.055,19192000,35155,-17386,1478.8239999999998,915.23,-0.055,-0.139
15958226,1351074023.099,19192000,35191,-17385,1489.3029999999999,899.069,-0.095,-0.132
15958241,1351074023.1430001,19192000,35221,-17389,1486.825,879.575,-0.009000000000000001,-0.127
15958256,1351074023.184,19192000,35255,-17395,1484.3110000000001,941.914,-0.071,-0.114
15958271,1351074023.23,19192000,35281,-17411,1480.1770000000001,970.54,-0.073,-0.122
